Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover	,Pressure (millibars),day,month,year,hour,minute,second,Precip Type_snow
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,18,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,18,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,18,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,18,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,18,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,18,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,18,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,19,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.59,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,20,0 
31.38 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,20,0 
31.38 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.60,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,20,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.02 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,21,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,22,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,22,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,22,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,22,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,22,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,22,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,22,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,22,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,23,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,23,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,23,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,23,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,24,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,24,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.61,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,24,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,25,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,25,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,25,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,25,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,25,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,25,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,25,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,25,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,25,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.67,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,26,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,27,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,27,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,27,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,27,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,27,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,27,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,28,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,28,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.62,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,28,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.64,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,29,0 
31.36 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.63,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.66,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,29,0 
31.37 ,29.00 ,0.13 ,0.03 ,0 ,16.00 ,0.03 ,940.65,25,8,2023,12,4,30,0 
